variant,winner_model,feature,importance_mean_raw,importance_mean_nonneg,importance_rank,ablation_delta_auc_mean_raw,ablation_delta_auc_oof_raw,ablation_delta_auc_mean,ablation_delta_auc_oof,importance_score,rank_score,ablation_score,joint_topk_score,cross_variant_consistency,stability_score,functional_consistency_score,winner_diag_signal_score,winner_diag_effect_score,winner_model_reliability_score,FRS_raw,FRS,FRS_rank,interpretability_gap,feature_class,complete_case_flag,unresolved_flag,contradiction_class,contradiction_abs,contradiction_signed,contradiction_score,importance_excess_flag,hidden_impact_flag,reliable_high_impact_flag
CLINICAL,RF_SHALLOW,ile_lat_mizdzyca_konczyn,0.0,0.0,6.0,0.0314285714285715,0.0999999999999999,0.0314285714285715,0.0999999999999999,0.0,0.84375,0.5892857142857159,0.0,0.97247082439842,0.90811041219921,0.2946428571428579,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.400917756447356,0.7067891952087574,5.0,-0.2946428571428579,LOW_SIGNAL,1,0,RELIABLE_NONDOMINANT,0.5892857142857159,-0.5892857142857159,0.5892857142857159,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,zaburzenia_rytmu,0.0019047619047619,0.0019047619047619,3.0,,,,,0.4026845637583908,0.9375,,0.0,0.6137590377754387,0.7756295188877194,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3927713608820367,0.6826818363701784,6.0,0.4026845637583908,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,ace_i,-0.0004444444444444,0.0,7.0,0.0304761904761905,0.0762499999999999,0.0304761904761905,0.0762499999999999,0.0,0.8125,0.5714285714285714,0.0,0.97247082439842,0.89248541219921,0.2857142857142857,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3927332326378319,0.6825690047187368,7.0,-0.2857142857142857,LOW_SIGNAL,1,0,RELIABLE_NONDOMINANT,0.5714285714285714,-0.5714285714285714,0.5714285714285714,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,otylosc_bmi_30,-0.0067619047619047,0.0,18.0,0.0457142857142858,0.1150000000000001,0.0457142857142858,0.1150000000000001,0.0,0.46875,0.8571428571428571,0.0,0.97247082439842,0.72061041219921,0.4285714285714285,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3830606135902128,0.6539451432305317,8.0,-0.4285714285714285,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.8571428571428571,-0.8571428571428571,0.8571428571428571,0.0,1.0,0.0
CLINICAL,RF_SHALLOW,leukocytoza_przyjecie_10000,-0.0138412698412698,0.0,23.0,0.0533333333333334,0.11875,0.0533333333333334,0.11875,0.0,0.3125,1.0,0.0,0.97247082439842,0.64248541219921,0.5,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.38082847073307,0.6473396367332538,9.0,-0.5,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,1.0,-1.0,1.0,0.0,1.0,0.0
CLINICAL,RF_SHALLOW,nadcisnienie_tetnicze_nt,0.0015555555555555,0.0015555555555555,4.0,,,,,0.3288590604026749,0.90625,,0.0,0.6896168963769093,0.7979334481884546,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3755975028637098,0.6318598066060996,10.0,0.3288590604026749,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,zaburzenia_homeostazy_glukozy_6,-0.0053015873015872,0.0,17.0,0.0352380952380954,0.095,0.0352380952380954,0.095,0.0,0.5,0.6607142857142873,0.0,0.97247082439842,0.73623541219921,0.3303571428571436,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3555308516854512,0.5724772297641025,11.0,-0.3303571428571436,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.6607142857142873,-0.6607142857142873,0.6607142857142873,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,ile_lat_1,0.0,0.0,6.0,0.0152380952380953,0.0587499999999999,0.0152380952380953,0.0587499999999999,0.0,0.84375,0.2857142857142878,0.0,0.97247082439842,0.90811041219921,0.1428571428571439,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3503225183521179,0.5570643812704539,12.0,-0.1428571428571439,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.2857142857142878,-0.2857142857142878,0.2857142857142878,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,crt_d_device,0.0,0.0,6.0,0.0133333333333334,0.0849999999999999,0.0133333333333334,0.0849999999999999,0.0,0.84375,0.250000000000001,0.0,0.97247082439842,0.90811041219921,0.1250000000000005,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3443701373997368,0.5394496972777119,13.0,-0.1250000000000005,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.250000000000001,-0.250000000000001,0.250000000000001,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,gfr_min,-0.0032698412698412,0.0,12.0,0.0180952380952381,0.0637499999999999,0.0180952380952381,0.0637499999999999,0.0,0.65625,0.3392857142857148,0.0,0.97247082439842,0.81436041219921,0.1696428571428574,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3280010897806891,0.4910093162976723,14.0,-0.1696428571428574,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.3392857142857148,-0.3392857142857148,0.3392857142857148,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,wbc_przyjecie,0.0002222222222222,0.0002222222222222,5.0,-0.0009523809523808,0.055,0.0,0.055,0.0469798657718076,0.875,0.0,0.0,0.9807571791689718,0.927878589584486,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3249528184520978,0.4819886678198908,15.0,0.0469798657718076,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0469798657718076,0.0469798657718076,0.0469798657718076,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,wrodzona_wada_serca,0.0,0.0,6.0,0.002857142857143,0.0787499999999999,0.002857142857143,0.0787499999999999,0.0,0.84375,0.0535714285714311,0.0,0.97247082439842,0.90811041219921,0.0267857142857155,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3116320421616418,0.4425689353176339,16.0,-0.0267857142857155,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0535714285714311,-0.0535714285714311,0.0535714285714311,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,crp_5_zapalenie,-0.0027936507936508,0.0,11.0,0.0104761904761906,0.0849999999999999,0.0104761904761906,0.0849999999999999,0.0,0.6875,0.196428571428574,0.0,0.97247082439842,0.82998541219921,0.098214285714287,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.309399899304499,0.4359634288203558,17.0,-0.098214285714287,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.196428571428574,-0.196428571428574,0.196428571428574,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,arb,0.0,0.0,6.0,-0.0028571428571427,0.0687499999999999,0.0,0.0687499999999999,0.0,0.84375,0.0,0.0,0.97247082439842,0.90811041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3027034707330699,0.4161469093285201,18.0,0.0,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0,0.0,0.0,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,bb,0.0,0.0,6.0,-0.0123809523809522,0.0637499999999999,0.0,0.0637499999999999,0.0,0.84375,0.0,0.0,0.97247082439842,0.90811041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3027034707330699,0.4161469093285201,18.0,0.0,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0,0.0,0.0,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,ile_lat_miazdzyca_t_szyjnych,0.0,0.0,6.0,-0.018095238095238,0.06625,0.0,0.06625,0.0,0.84375,0.0,0.0,0.97247082439842,0.90811041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3027034707330699,0.4161469093285201,18.0,0.0,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0,0.0,0.0,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,stymulator,0.0,0.0,6.0,-0.0438095238095236,0.0574999999999999,0.0,0.0574999999999999,0.0,0.84375,0.0,0.0,0.97247082439842,0.90811041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3027034707330699,0.4161469093285201,18.0,0.0,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0,0.0,0.0,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,noac,-0.0011428571428571,0.0,8.0,,,,,0.0,0.78125,,0.0,0.97247082439842,0.87686041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2922868040664033,0.3853212123412224,19.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,bmi,-0.0122857142857142,0.0,22.0,0.0219047619047619,0.0524999999999998,0.0219047619047619,0.0524999999999998,0.0,0.34375,0.4107142857142862,0.0,0.9702190449277645,0.6569845224638822,0.2053571428571431,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2874472217736751,0.3709995966003521,20.0,-0.2053571428571431,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.4107142857142862,-0.4107142857142862,0.4107142857142862,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,nabyta_wada_serca,-0.0013333333333333,0.0,9.0,,,,,0.0,0.75,,0.0,0.97247082439842,0.86123541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2870784707330699,0.3699083638475734,21.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,wzrost_cm,-0.0021269841269841,0.0,10.0,,,,,0.0,0.71875,,0.0,0.97247082439842,0.84561041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2818701373997366,0.3544955153539246,22.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,cad,-0.0034603174603174,0.0,13.0,,,,,0.0,0.625,,0.0,0.97247082439842,0.79873541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2662451373997366,0.3082569698729779,23.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,hba1c,-0.0035555555555555,0.0,14.0,,,,,0.0,0.59375,,0.0,0.97247082439842,0.78311041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2610368040664033,0.2928441213793291,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,petlowy,-0.0043809523809523,0.0,15.0,,,,,0.0,0.5625,,0.0,0.97247082439842,0.76748541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2558284707330699,0.27743127288568,25.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,mpv_przyjecie,-0.005015873015873,0.0,16.0,,,,,0.0,0.53125,,0.0,0.97247082439842,0.75186041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2506201373997366,0.2620184243920312,26.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,cukrzyca_dm,-0.0077142857142857,0.0,19.0,,,,,0.0,0.4375,,0.0,0.97247082439842,0.70498541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2349951373997366,0.2157798789110845,27.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,obwod_bioder,-0.0077142857142857,0.0,19.0,,,,,0.0,0.4375,,0.0,0.97247082439842,0.70498541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2349951373997366,0.2157798789110845,27.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,ile_lat_pali,-0.0094285714285714,0.0,20.0,-0.0019047619047618,0.0424999999999999,0.0,0.0424999999999999,0.0,0.40625,0.0,0.0,0.97247082439842,0.68936041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2297868040664033,0.2003670304174356,28.0,0.0,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.0,0.0,0.0,0.0,0.0,0.0
CLINICAL,RF_SHALLOW,czy_pali,-0.0094920634920634,0.0,21.0,,,,,0.0,0.375,,0.0,0.97247082439842,0.67373541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.22457847073307,0.1849541819237867,29.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,pct_przyjecie,-0.0139365079365079,0.0,24.0,,,,,0.0,0.28125,,0.0,0.97247082439842,0.62686041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.20895347073307,0.13871563644284,30.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,trijglicerydy_tg,-0.0149841269841269,0.0,25.0,,,,,0.0,0.25,,0.0,0.97247082439842,0.61123541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2037451373997366,0.1233027879491911,31.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,kwas_moczowy,-0.0171746031746031,0.0,26.0,,,,,0.0,0.21875,,0.0,0.97247082439842,0.59561041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.1985368040664033,0.1078899394555422,32.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,rbc_przyjecie,-0.0176190476190476,0.0,27.0,,,,,0.0,0.1875,,0.0,0.97247082439842,0.57998541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.19332847073307,0.0924770909618933,33.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,p_lcr_przyjecie,-0.0182222222222222,0.0,28.0,,,,,0.0,0.15625,,0.0,0.97247082439842,0.56436041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.1881201373997366,0.0770642424682444,34.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,plt_przyjecie,-0.0203174603174603,0.0,29.0,,,,,0.0,0.125,,0.0,0.97247082439842,0.54873541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.1829118040664033,0.0616513939745955,35.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,klop,-0.0232380952380952,0.0,30.0,,,,,0.0,0.09375,,0.0,0.97247082439842,0.53311041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.17770347073307,0.0462385454809466,36.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,ht_przyjecie,-0.0302539682539682,0.0,31.0,,,,,0.0,0.0625,,0.0,0.97247082439842,0.51748541219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.1724951373997366,0.0308256969872977,37.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,pdw_przyjecie,-0.0316825396825396,0.0,32.0,,,,,0.0,0.03125,,0.0,0.97247082439842,0.50186041219921,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.1672868040664033,0.0154128484936488,38.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
CLINICAL,RF_SHALLOW,hb_przyjecie,-0.0428571428571428,0.0,33.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.16207847073307,0.0,39.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,92_kda_pro_mmp_9,0.1931111111111111,0.1931111111111111,1.0,0.0533333333333334,0.0837499999999999,0.0533333333333334,0.0837499999999999,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.8931236178441233,0.9465618089220617,0.6666666666666666,1.0,1.0,1.0,SPURIOUS_IMPORTANCE,1,0,ATTRIBUTION_EXCESS,1.0,1.0,1.0,1.0,0.0,0.0
FULL,LR_L1,wyniki_fgf23_pg_ml,0.0004761904761904,0.0004761904761904,5.0,0.3485714285714287,0.369375,0.3485714285714287,0.369375,0.0024658885418375,0.4285714285714286,0.7828282828282831,1.0,0.959027213925142,0.6937993212482854,0.8914141414141415,1.0,0.8931236178441233,0.9465618089220617,0.5292264504014216,0.7938396756021324,2.0,-0.8889482528723041,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7803623942864456,-0.7803623942864456,0.7663455606239469,0.0,1.0,1.0
FULL,LR_L1,emmprin,0.0035238095238095,0.0035238095238095,4.0,0.3028571428571429,0.34375,0.3028571428571429,0.34375,0.0182475752096004,0.5714285714285714,0.6616161616161615,0.0,0.9583746868060984,0.7649016291173348,0.3308080808080808,1.0,0.8931236178441233,0.9465618089220617,0.3713190950450053,0.5569786425675081,3.0,-0.3125605055984803,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.6433685864065611,-0.6433685864065611,0.620609081325813,0.0,0.0,0.0
FULL,LR_L1,72_kda_pro_mmp_2,0.0308412698412698,0.0308412698412698,2.0,0.1361904761904764,0.1968749999999999,0.1361904761904764,0.1968749999999999,0.1597073812263683,0.8571428571428572,0.21969696969697,0.0,0.6077299799601319,0.7324364185514946,0.109848484848485,1.0,0.8931236178441233,0.9465618089220617,0.3339974282087826,0.5009961423131739,4.0,0.0498588963778833,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.05998958847060171,-0.05998958847060171,0.0,0.0,0.0,0.0
FULL,LR_L1,bmi,0.0002857142857142,0.0002857142857142,6.0,0.3300000000000002,0.323125,0.3300000000000002,0.323125,0.0014795331251023,0.2857142857142857,0.7335858585858588,0.0,0.9702190449277645,0.627966665321025,0.3667929292929294,1.0,0.8931236178441233,0.9465618089220617,0.3320797092463522,0.4981195638695283,5.0,-0.3653133961678271,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7321063254607565,-0.7321063254607565,0.7150098857911796,0.0,1.0,0.0
FULL,LR_L1,arb,0.0,0.0,8.0,0.4304761904761905,0.423125,0.4304761904761905,0.423125,0.0,0.0,1.0,0.0,0.97247082439842,0.4862354121992099,0.5,1.0,0.8931236178441233,0.9465618089220617,0.3287451373997366,0.493117706099605,6.0,-0.5,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,1.0,-1.0,1.0,0.0,1.0,0.0
FULL,LR_L1,ile_lat_mizdzyca_konczyn,0.0,0.0,8.0,0.3633333333333334,0.37625,0.3633333333333334,0.37625,0.0,0.0,0.8219696969696969,0.0,0.97247082439842,0.4862354121992099,0.4109848484848484,1.0,0.8931236178441233,0.9465618089220617,0.2990734202280194,0.4486101303420292,7.0,-0.4109848484848484,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.8219696969696969,-0.8219696969696969,0.8106081583281108,0.0,1.0,0.0
FULL,LR_L1,crp_5_zapalenie,0.0,0.0,8.0,0.3452380952380953,0.3668749999999999,0.3452380952380953,0.3668749999999999,0.0,0.0,0.773989898989899,0.0,0.97247082439842,0.4862354121992099,0.3869949494949495,1.0,0.8931236178441233,0.9465618089220617,0.2910767872313864,0.4366151808470797,8.0,-0.3869949494949495,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.773989898989899,-0.773989898989899,0.7595663853952616,0.0,1.0,0.0
FULL,LR_L1,ile_lat_miazdzyca_t_szyjnych,0.0,0.0,8.0,0.3385714285714286,0.3549999999999998,0.3385714285714286,0.3549999999999998,0.0,0.0,0.7563131313131313,0.0,0.97247082439842,0.4862354121992099,0.3781565656565656,1.0,0.8931236178441233,0.9465618089220617,0.2881306592852585,0.4321959889278878,9.0,-0.3781565656565656,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7563131313131313,-0.7563131313131313,0.740761521683159,0.0,1.0,0.0
FULL,LR_L1,petlowy,0.0,0.0,8.0,0.3371428571428573,0.3387499999999999,0.3371428571428573,0.3387499999999999,0.0,0.0,0.7525252525252527,0.0,0.97247082439842,0.4862354121992099,0.3762626262626263,1.0,0.8931236178441233,0.9465618089220617,0.2874993461539454,0.4312490192309182,10.0,-0.3762626262626263,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7525252525252527,-0.7525252525252527,0.7367319080305658,0.0,1.0,0.0
